REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Kansas,2018,1,X,8.68279,X,X,X,X,X,X,499,29,5747
States,Kentucky,2018,1,X,10.9567,X,X,X,X,X,X,1096,30,10003
States,Louisiana,2018,1,X,10.6995,X,X,X,X,X,X,4930,90,46077
States,Maine,2018,1,X,0.884956,X,X,X,X,X,X,25,25,2825
States,Maryland,2018,1,X,3.15186,X,X,X,X,X,X,154,28,4886
States,Massachusetts,2018,1,X,2.92037,X,X,X,X,X,X,710,42,24312
States,Michigan,2018,1,X,2.91744,X,X,X,X,X,X,611,81,20943
States,Minnesota,2018,1,X,4.2545,X,X,X,X,X,X,220,23,5171
States,Mississippi,2018,1,X,10.0651,X,X,X,X,X,X,1964,48,19513
States,Missouri,2018,1,X,10.7935,X,X,X,X,X,X,253,16,2344
States,Montana,2018,1,X,0.118906,X,X,X,X,X,X,3,8,2523
States,Nebraska,2018,1,X,5.06145,X,X,X,X,X,X,453,47,8950
States,Nevada,2018,1,X,3.36559,X,X,X,X,X,X,640,33,19016
States,New Hampshire,2018,1,X,2.17114,X,X,X,X,X,X,34,15,1566
States,New Jersey,2018,1,X,4.88305,X,X,X,X,X,X,1142,42,23387
States,New Mexico,2018,1,X,4.59618,X,X,X,X,X,X,869,37,18907
States,New York,2018,1,X,4.56376,X,X,X,X,X,X,340,49,7450
States,North Carolina,2018,1,X,3.13191,X,X,X,X,X,X,255,41,8142
States,North Dakota,2018,1,X,2.72,X,X,X,X,X,X,34,7,1250
States,Ohio,2018,1,X,3.06748,X,X,X,X,X,X,470,60,15322
States,Oklahoma,2018,1,X,6.56508,X,X,X,X,X,X,517,26,7875
States,Oregon,2018,1,X,4.78878,X,X,X,X,X,X,1875,77,39154
States,Pennsylvania,2018,1,X,2.54239,X,X,X,X,X,X,1681,142,66119
States,Rhode Island,2018,1,X,2.36116,X,X,X,X,X,X,71,23,3007
States,South Carolina,2018,1,X,9.4804,X,X,X,X,X,X,312,13,3291
States,South Dakota,2018,1,X,3.04563,X,X,X,X,X,X,295,32,9686
States,Tennessee,2018,1,X,5.17585,X,X,X,X,X,X,312,48,6028
States,Texas,2018,1,X,12.5294,X,X,X,X,X,X,3354,104,26769
States,Utah,2018,1,X,2.09605,X,X,X,X,X,X,237,40,11307
States,Vermont,2018,1,X,2.74958,X,X,X,X,X,X,130,16,4728
States,Virginia,2018,1,X,4.34703,X,X,X,X,X,X,3803,130,87485
States,Washington,2018,1,X,5.24545,X,X,X,X,X,X,265,41,5052
States,West Virginia,2018,1,X,5.92583,X,X,X,X,X,X,457,33,7712
States,Wisconsin,2018,1,X,3.79294,X,X,X,X,X,X,159,20,4192
States,Wyoming,2018,1,X,6.64073,X,X,X,X,X,X,239,19,3599
States,Puerto Rico,2018,1,X,9.76043,X,X,X,X,X,X,220,4,2254
States,Virgin Islands,2018,1,X,1.52339,X,X,X,X,X,X,14,3,919
States,New York City,2018,1,X,3.69518,X,X,X,X,X,X,3213,71,86951
States,Alabama,2018,2,X,11.2229,X,X,X,X,X,X,4808,86,42841
States,Alaska,2018,2,X,4.43308,X,X,X,X,X,X,208,16,4692
States,Arizona,2018,2,X,6.03645,X,X,X,X,X,X,924,37,15307
States,Arkansas,2018,2,X,10.2664,X,X,X,X,X,X,474,14,4617
States,California,2018,2,X,4.89599,X,X,X,X,X,X,2349,114,47978
States,Colorado,2018,2,X,2.58293,X,X,X,X,X,X,686,42,26559
States,Connecticut,2018,2,X,5.36117,X,X,X,X,X,X,95,14,1772
States,Delaware,2018,2,X,0.843289,X,X,X,X,X,X,24,12,2846
States,District of Columbia,2018,2,X,2.88391,X,X,X,X,X,X,394,5,13662
States,Florida,2018,2,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,2,X,8.96192,X,X,X,X,X,X,4731,50,52790
States,Hawaii,2018,2,X,7.66284,X,X,X,X,X,X,100,12,1305
States,Idaho,2018,2,X,3.68324,X,X,X,X,X,X,60,8,1629
States,Illinois,2018,2,X,5.12709,X,X,X,X,X,X,2465,82,48078
States,Indiana,2018,2,X,7.70162,X,X,X,X,X,X,318,24,4129
States,Iowa,2018,2,X,3.23144,X,X,X,X,X,X,111,13,3435
States,Kansas,2018,2,X,9.24715,X,X,X,X,X,X,608,29,6575
States,Kentucky,2018,2,X,12.3912,X,X,X,X,X,X,1110,31,8958
States,Louisiana,2018,2,X,10.4363,X,X,X,X,X,X,5483,91,52538
States,Maine,2018,2,X,0.54277,X,X,X,X,X,X,25,25,4606
States,Maryland,2018,2,X,3.71421,X,X,X,X,X,X,288,29,7754
States,Massachusetts,2018,2,X,2.34968,X,X,X,X,X,X,805,45,34260
States,Michigan,2018,2,X,3.80183,X,X,X,X,X,X,937,80,24646
States,Minnesota,2018,2,X,4.32925,X,X,X,X,X,X,233,22,5382
States,Mississippi,2018,2,X,10.8208,X,X,X,X,X,X,1996,44,18446
States,Missouri,2018,2,X,8.81579,X,X,X,X,X,X,268,16,3040
States,Montana,2018,2,X,0.636364,X,X,X,X,X,X,21,7,3300
States,Nebraska,2018,2,X,3.47215,X,X,X,X,X,X,316,48,9101
States,Nevada,2018,2,X,2.74902,X,X,X,X,X,X,547,34,19898
States,New Hampshire,2018,2,X,2.08674,X,X,X,X,X,X,51,15,2444
States,New Jersey,2018,2,X,4.48405,X,X,X,X,X,X,1165,41,25981
States,New Mexico,2018,2,X,4.56481,X,X,X,X,X,X,986,43,21600
States,New York,2018,2,X,6.85592,X,X,X,X,X,X,640,47,9335
States,North Carolina,2018,2,X,4.21546,X,X,X,X,X,X,576,42,13664
States,North Dakota,2018,2,X,4.98442,X,X,X,X,X,X,64,7,1284
States,Ohio,2018,2,X,3.16456,X,X,X,X,X,X,615,63,19434
States,Oklahoma,2018,2,X,8.05757,X,X,X,X,X,X,767,27,9519
States,Oregon,2018,2,X,4.70469,X,X,X,X,X,X,1954,78,41533
States,Pennsylvania,2018,2,X,2.82459,X,X,X,X,X,X,1691,141,59867
States,Rhode Island,2018,2,X,3.07727,X,X,X,X,X,X,135,23,4387
States,South Carolina,2018,2,X,8.53474,X,X,X,X,X,X,452,15,5296
States,South Dakota,2018,2,X,3.31651,X,X,X,X,X,X,368,32,11096
States,Tennessee,2018,2,X,5.67971,X,X,X,X,X,X,521,48,9173
States,Texas,2018,2,X,12.9139,X,X,X,X,X,X,3978,102,30804
States,Utah,2018,2,X,2.08395,X,X,X,X,X,X,282,30,13532
States,Vermont,2018,2,X,3.09498,X,X,X,X,X,X,174,16,5622
States,Virginia,2018,2,X,4.86431,X,X,X,X,X,X,4560,128,93744
States,Washington,2018,2,X,3.96879,X,X,X,X,X,X,351,47,8844
States,West Virginia,2018,2,X,6.03365,X,X,X,X,X,X,624,36,10342
States,Wisconsin,2018,2,X,4.28649,X,X,X,X,X,X,237,22,5529
States,Wyoming,2018,2,X,5.25385,X,X,X,X,X,X,208,18,3959
States,Puerto Rico,2018,2,X,13.9067,X,X,X,X,X,X,304,4,2186
States,Virgin Islands,2018,2,X,2.58481,X,X,X,X,X,X,16,2,619
States,New York City,2018,2,X,3.89886,X,X,X,X,X,X,4145,74,106313
States,Alabama,2018,3,X,13.4189,X,X,X,X,X,X,5115,86,38118
States,Alaska,2018,3,X,3.99598,X,X,X,X,X,X,199,17,4980
States,Arizona,2018,3,X,6.09937,X,X,X,X,X,X,1030,45,16887
States,Arkansas,2018,3,X,9.59689,X,X,X,X,X,X,419,14,4366
States,California,2018,3,X,4.03969,X,X,X,X,X,X,1942,114,48073
States,Colorado,2018,3,X,2.54117,X,X,X,X,X,X,665,42,26169
States,Connecticut,2018,3,X,6.02167,X,X,X,X,X,X,239,22,3969
States,Delaware,2018,3,X,1.22518,X,X,X,X,X,X,29,12,2367
States,District of Columbia,2018,3,X,3.53351,X,X,X,X,X,X,436,5,12339
States,Florida,2018,3,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,3,X,12.4544,X,X,X,X,X,X,6284,50,50456
States,Hawaii,2018,3,X,7.20299,X,X,X,X,X,X,77,12,1069
States,Idaho,2018,3,X,2.98408,X,X,X,X,X,X,45,7,1508
States,Illinois,2018,3,X,5.18728,X,X,X,X,X,X,2364,80,45573
States,Indiana,2018,3,X,7.52908,X,X,X,X,X,X,369,24,4901
States,Iowa,2018,3,X,3.5591,X,X,X,X,X,X,134,14,3765
States,Kansas,2018,3,X,10.8219,X,X,X,X,X,X,686,27,6339
States,Kentucky,2018,3,X,10.294,X,X,X,X,X,X,1096,31,10647
States,Louisiana,2018,3,X,10.2136,X,X,X,X,X,X,4791,91,46908
States,Maine,2018,3,X,0.81908,X,X,X,X,X,X,34,20,4151
States,Maryland,2018,3,X,4.94253,X,X,X,X,X,X,344,27,6960
States,Massachusetts,2018,3,X,3.25193,X,X,X,X,X,X,1040,45,31981
States,Michigan,2018,3,X,4.86002,X,X,X,X,X,X,1177,82,24218
States,Minnesota,2018,3,X,4.72961,X,X,X,X,X,X,258,22,5455
States,Mississippi,2018,3,X,9.42835,X,X,X,X,X,X,1679,47,17808
States,Missouri,2018,3,X,11.2069,X,X,X,X,X,X,442,17,3944
States,Montana,2018,3,X,0.512645,X,X,X,X,X,X,15,7,2926
States,Nebraska,2018,3,X,4.37068,X,X,X,X,X,X,424,49,9701
States,Nevada,2018,3,X,2.35281,X,X,X,X,X,X,428,34,18191
States,New Hampshire,2018,3,X,3.71747,X,X,X,X,X,X,80,14,2152
States,New Jersey,2018,3,X,6.26791,X,X,X,X,X,X,1597,41,25479
States,New Mexico,2018,3,X,5.77333,X,X,X,X,X,X,1165,43,20179
States,New York,2018,3,X,7.54426,X,X,X,X,X,X,784,50,10392
States,North Carolina,2018,3,X,6.56597,X,X,X,X,X,X,752,43,11453
States,North Dakota,2018,3,X,3.4375,X,X,X,X,X,X,44,7,1280
States,Ohio,2018,3,X,3.75956,X,X,X,X,X,X,698,67,18566
States,Oklahoma,2018,3,X,9.37781,X,X,X,X,X,X,939,26,10013
States,Oregon,2018,3,X,4.98781,X,X,X,X,X,X,1902,75,38133
States,Pennsylvania,2018,3,X,3.79954,X,X,X,X,X,X,2185,143,57507
States,Rhode Island,2018,3,X,4.37875,X,X,X,X,X,X,197,23,4499
States,South Carolina,2018,3,X,12.6386,X,X,X,X,X,X,604,13,4779
States,South Dakota,2018,3,X,4.13324,X,X,X,X,X,X,474,32,11468
States,Tennessee,2018,3,X,9.39925,X,X,X,X,X,X,751,49,7990
States,Texas,2018,3,X,12.7694,X,X,X,X,X,X,3691,102,28905
States,Utah,2018,3,X,2.6001,X,X,X,X,X,X,300,36,11538
States,Vermont,2018,3,X,3.70665,X,X,X,X,X,X,233,17,6286
States,Virginia,2018,3,X,6.14761,X,X,X,X,X,X,5509,129,89612
States,Washington,2018,3,X,3.45039,X,X,X,X,X,X,282,46,8173
States,West Virginia,2018,3,X,6.36429,X,X,X,X,X,X,623,35,9789
States,Wisconsin,2018,3,X,4.16218,X,X,X,X,X,X,232,22,5574
States,Wyoming,2018,3,X,7.55095,X,X,X,X,X,X,226,16,2993
States,Puerto Rico,2018,3,X,10.6469,X,X,X,X,X,X,237,4,2226
States,Virgin Islands,2018,3,X,2.10877,X,X,X,X,X,X,19,3,901
States,New York City,2018,3,X,5.23344,X,X,X,X,X,X,5358,71,102380
States,Alabama,2018,4,X,11.9641,X,X,X,X,X,X,5110,87,42711
States,Alaska,2018,4,X,5.16238,X,X,X,X,X,X,213,16,4126
States,Arizona,2018,4,X,5.42748,X,X,X,X,X,X,824,42,15182
States,Arkansas,2018,4,X,8.64714,X,X,X,X,X,X,434,13,5019
States,California,2018,4,X,3.91375,X,X,X,X,X,X,1982,109,50642
States,Colorado,2018,4,X,3.05364,X,X,X,X,X,X,793,42,25969
States,Connecticut,2018,4,X,6.04516,X,X,X,X,X,X,332,22,5492
States,Delaware,2018,4,X,2.34146,X,X,X,X,X,X,72,12,3075
States,District of Columbia,2018,4,X,4.23887,X,X,X,X,X,X,658,5,15523
States,Florida,2018,4,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,4,X,14.6076,X,X,X,X,X,X,7656,51,52411
States,Hawaii,2018,4,X,7.61905,X,X,X,X,X,X,96,12,1260
States,Idaho,2018,4,X,2.8445,X,X,X,X,X,X,45,8,1582
States,Illinois,2018,4,X,4.98175,X,X,X,X,X,X,2552,81,51227
States,Indiana,2018,4,X,7.81407,X,X,X,X,X,X,390,22,4991
States,Iowa,2018,4,X,4.65294,X,X,X,X,X,X,183,13,3933
States,Kansas,2018,4,X,10.7292,X,X,X,X,X,X,849,28,7913
States,Kentucky,2018,4,X,8.17575,X,X,X,X,X,X,1016,30,12427
States,Louisiana,2018,4,X,8.56121,X,X,X,X,X,X,4524,90,52843
States,Maine,2018,4,X,1.08956,X,X,X,X,X,X,50,21,4589
States,Maryland,2018,4,X,5.69041,X,X,X,X,X,X,429,27,7539
States,Massachusetts,2018,4,X,4.25488,X,X,X,X,X,X,1435,43,33726
States,Michigan,2018,4,X,5.26054,X,X,X,X,X,X,1270,78,24142
States,Minnesota,2018,4,X,5.09244,X,X,X,X,X,X,314,21,6166
States,Mississippi,2018,4,X,10.9196,X,X,X,X,X,X,1939,43,17757
States,Missouri,2018,4,X,10.2731,X,X,X,X,X,X,395,14,3845
States,Montana,2018,4,X,0.343535,X,X,X,X,X,X,11,6,3202
States,Nebraska,2018,4,X,6.79403,X,X,X,X,X,X,633,47,9317
States,Nevada,2018,4,X,3.15319,X,X,X,X,X,X,423,31,13415
States,New Hampshire,2018,4,X,4.14587,X,X,X,X,X,X,108,13,2605
States,New Jersey,2018,4,X,8.34567,X,X,X,X,X,X,2480,41,29716
States,New Mexico,2018,4,X,6.65956,X,X,X,X,X,X,1250,42,18770
States,New York,2018,4,X,9.53935,X,X,X,X,X,X,1315,51,13785
States,North Carolina,2018,4,X,7.99132,X,X,X,X,X,X,1363,39,17056
States,North Dakota,2018,4,X,3.375,X,X,X,X,X,X,54,8,1600
States,Ohio,2018,4,X,4.02119,X,X,X,X,X,X,850,63,21138
States,Oklahoma,2018,4,X,11.1911,X,X,X,X,X,X,1119,24,9999
States,Oregon,2018,4,X,4.61774,X,X,X,X,X,X,1780,78,38547
States,Pennsylvania,2018,4,X,4.68071,X,X,X,X,X,X,3003,142,64157
States,Rhode Island,2018,4,X,5.31038,X,X,X,X,X,X,290,23,5461
States,South Carolina,2018,4,X,15.1159,X,X,X,X,X,X,848,12,5610
States,South Dakota,2018,4,X,4.84118,X,X,X,X,X,X,538,32,11113
States,Tennessee,2018,4,X,5.47423,X,X,X,X,X,X,617,52,11271
States,Texas,2018,4,X,14.2964,X,X,X,X,X,X,4786,101,33477
States,Utah,2018,4,X,1.75702,X,X,X,X,X,X,234,32,13318
States,Vermont,2018,4,X,5.6288,X,X,X,X,X,X,380,17,6751
States,Virginia,2018,4,X,8.50462,X,X,X,X,X,X,8507,129,100028
States,Washington,2018,4,X,4.04207,X,X,X,X,X,X,319,45,7892
States,West Virginia,2018,4,X,6.94483,X,X,X,X,X,X,754,34,10857
States,Wisconsin,2018,4,X,4.7634,X,X,X,X,X,X,303,23,6361
States,Wyoming,2018,4,X,7.72283,X,X,X,X,X,X,253,16,3276
States,Puerto Rico,2018,4,X,11.6332,X,X,X,X,X,X,255,4,2192
States,Virgin Islands,2018,4,X,1.16861,X,X,X,X,X,X,7,2,599
States,New York City,2018,4,X,6.47379,X,X,X,X,X,X,7109,70,109812
States,Alabama,2018,5,X,12.4653,X,X,X,X,X,X,5167,83,41451
States,Alaska,2018,5,X,6.21162,X,X,X,X,X,X,263,14,4234
States,Arizona,2018,5,X,6.04213,X,X,X,X,X,X,545,34,9020
States,Arkansas,2018,5,X,12.5164,X,X,X,X,X,X,382,10,3052
States,California,2018,5,X,4.16706,X,X,X,X,X,X,1744,81,41852
States,Colorado,2018,5,X,3.65521,X,X,X,X,X,X,977,42,26729
States,Connecticut,2018,5,X,6.4389,X,X,X,X,X,X,294,14,4566
States,Delaware,2018,5,X,3.46306,X,X,X,X,X,X,105,12,3032
States,District of Columbia,2018,5,X,5.25907,X,X,X,X,X,X,813,5,15459
States,Florida,2018,5,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2018,5,X,15.5755,X,X,X,X,X,X,8027,48,51536
States,Hawaii,2018,5,X,5.74205,X,X,X,X,X,X,65,10,1132
States,Idaho,2018,5,X,3.36352,X,X,X,X,X,X,52,7,1546
States,Illinois,2018,5,X,5.97114,X,X,X,X,X,X,2702,76,45251
States,Indiana,2018,5,X,7.17938,X,X,X,X,X,X,337,18,4694
States,Iowa,2018,5,X,4.66722,X,X,X,X,X,X,169,10,3621
States,Kansas,2018,5,X,11.1718,X,X,X,X,X,X,859,24,7689
States,Kentucky,2018,5,X,8.09537,X,X,X,X,X,X,893,24,11031
States,Louisiana,2018,5,X,8.8792,X,X,X,X,X,X,4522,89,50928
States,Maine,2018,5,X,1.08597,X,X,X,X,X,X,36,18,3315
States,Maryland,2018,5,X,8.0201,X,X,X,X,X,X,431,18,5374
States,Massachusetts,2018,5,X,5.88328,X,X,X,X,X,X,1872,40,31819
States,Michigan,2018,5,X,7.12651,X,X,X,X,X,X,841,35,11801
States,Minnesota,2018,5,X,5.16946,X,X,X,X,X,X,302,17,5842
States,Mississippi,2018,5,X,9.70118,X,X,X,X,X,X,1831,42,18874
States,Missouri,2018,5,X,10.2348,X,X,X,X,X,X,693,13,6771
States,Montana,2018,5,X,0.619104,X,X,X,X,X,X,21,4,3392
States,Nebraska,2018,5,X,7.51275,X,X,X,X,X,X,663,46,8825
States,Nevada,2018,5,X,4.02368,X,X,X,X,X,X,435,24,10811
States,New Hampshire,2018,5,X,5.49005,X,X,X,X,X,X,149,12,2714
States,New Jersey,2018,5,X,9.95643,X,X,X,X,X,X,2948,42,29609
States,New Mexico,2018,5,X,9.94933,X,X,X,X,X,X,2219,40,22303
States,New York,2018,5,X,10.9743,X,X,X,X,X,X,1488,43,13559
States,North Carolina,2018,5,X,9.08606,X,X,X,X,X,X,1362,30,14990
States,North Dakota,2018,5,X,4.08472,X,X,X,X,X,X,54,8,1322
States,Ohio,2018,5,X,4.55162,X,X,X,X,X,X,873,59,19180
States,Oklahoma,2018,5,X,9.39801,X,X,X,X,X,X,1021,25,10864
States,Oregon,2018,5,X,4.67704,X,X,X,X,X,X,1753,75,37481
States,Pennsylvania,2018,5,X,5.9014,X,X,X,X,X,X,3499,136,59291
States,Rhode Island,2018,5,X,5.81829,X,X,X,X,X,X,374,23,6428
States,South Carolina,2018,5,X,15.9937,X,X,X,X,X,X,915,12,5721
States,South Dakota,2018,5,X,5.43726,X,X,X,X,X,X,549,31,10097
States,Tennessee,2018,5,X,6.43185,X,X,X,X,X,X,546,45,8489
States,Texas,2018,5,X,13.7709,X,X,X,X,X,X,4544,94,32997
States,Utah,2018,5,X,2.01143,X,X,X,X,X,X,271,37,13473
States,Vermont,2018,5,X,6.04174,X,X,X,X,X,X,330,14,5462
States,Virginia,2018,5,X,10.5629,X,X,X,X,X,X,10776,131,102017
States,Washington,2018,5,X,3.25101,X,X,X,X,X,X,233,44,7167
States,West Virginia,2018,5,X,6.47348,X,X,X,X,X,X,487,29,7523
States,Wisconsin,2018,5,X,6.09037,X,X,X,X,X,X,124,17,2036
States,Wyoming,2018,5,X,9.5679,X,X,X,X,X,X,217,10,2268
States,Puerto Rico,2018,5,X,11.6954,X,X,X,X,X,X,258,3,2206
States,Virgin Islands,2018,5,X,0.191571,X,X,X,X,X,X,1,2,522
States,New York City,2018,5,X,7.57618,X,X,X,X,X,X,8240,69,108762
